[9, 40, 27, 119, 675, 5]
[9, 45, 27, 118, 682, 5]
[9, 50, 27, 121, 684, 5]
[9, 55, 27, 126, 690, 5]
[10, 0, 27, 123, 689, 5]
[10, 5, 27, 119, 694, 5]
[10, 10, 27, 127, 685, 5]
[10, 15, 27, 121, 694, 5]
[10, 20, 27, 125, 700, 5]
[10, 25, 27, 129, 703, 5]
[10, 30, 27, 125, 702, 5]
[10, 35, 27, 123, 707, 5]
[10, 38, 59, 113, 705, 5]
[10, 43, 59, 109, 700, 5]
[10, 44, 45, 111, 690, 5]
[10, 46, 26, 121, 690, 5]
[10, 47, 50, 111, 696, 5]
[10, 48, 17, 121, 687, 5]
[10, 51, 38, 131, 696, 5]
[10, 56, 38, 135, 698, 5]
[11, 1, 38, 140, 693, 5]
[11, 6, 38, 141, 694, 5]
[11, 11, 38, 143, 696, 5]
[11, 16, 38, 136, 688, 5]
[11, 21, 38, 132, 687, 5]
[11, 26, 38, 128, 679, 5]
[11, 31, 38, 122, 683, 5]
[11, 34, 19, 132, 674, 5]
[11, 39, 19, 139, 665, 5]
[11, 40, 48, 147, 675, 5]
[11, 43, 45, 137, 673, 5]
[11, 48, 45, 133, 678, 5]
[11, 49, 59, 143, 679, 5]
[11, 54, 59, 136, 683, 5]
[11, 56, 52, 126, 682, 5]
[12, 1, 52, 134, 676, 5]
[12, 2, 46, 124, 674, 5]
[12, 7, 46, 123, 681, 5]
[12, 12, 46, 116, 681, 5]
[12, 17, 46, 109, 672, 5]
[12, 22, 46, 114, 675, 5]
[12, 26, 29, 113, 665, 5]
[12, 31, 29, 116, 663, 5]
[12, 36, 29, 112, 662, 5]
[12, 41, 29, 106, 664, 5]
[12, 41, 32, 113, 674, 5]
[12, 41, 48, 123, 683, 5]
[12, 46, 48, 114, 687, 5]
[12, 51, 39, 104, 677, 5]
[12, 56, 39, 103, 686, 5]
[13, 1, 39, 109, 690, 5]
[13, 5, 53, 119, 699, 5]
[13, 9, 40, 109, 706, 5]
[13, 14, 40, 112, 708, 5]
[13, 19, 40, 110, 699, 5]
[13, 24, 40, 113, 692, 5]
[13, 29, 40, 114, 700, 5]
[13, 34, 40, 108, 691, 5]
[13, 39, 40, 99, 682, 5]
[13, 44, 40, 95, 680, 5]
[13, 48, 25, 89, 690, 5]
[13, 53, 25, 84, 687, 5]
[13, 58, 25, 79, 685, 5]
[14, 3, 25, 83, 678, 5]
[14, 8, 25, 83, 672, 5]
[14, 11, 49, 83, 662, 5]
[14, 16, 49, 92, 663, 5]
[14, 21, 49, 100, 660, 5]
[14, 26, 49, 97, 661, 5]
[14, 31, 49, 100, 658, 5]
[14, 36, 49, 104, 666, 5]
[14, 41, 49, 110, 664, 5]
[14, 46, 49, 102, 663, 5]
[14, 51, 49, 102, 659, 5]
[14, 51, 50, 108, 669, 5]
[14, 56, 50, 107, 672, 5]
[14, 58, 31, 103, 682, 5]
[15, 3, 31, 95, 682, 5]
[15, 8, 31, 99, 678, 5]
[15, 13, 31, 98, 680, 5]
[15, 18, 31, 101, 673, 5]
[15, 23, 31, 96, 666, 5]
[15, 26, 18, 92, 676, 5]
[15, 31, 18, 100, 679, 5]
[15, 31, 51, 98, 689, 5]
[15, 36, 1, 95, 679, 5]
[15, 41, 1, 87, 676, 5]
[15, 46, 1, 88, 675, 5]
[15, 51, 1, 89, 671, 5]
[15, 56, 1, 86, 677, 5]
[16, 1, 1, 88, 682, 5]
[16, 5, 16, 83, 672, 5]
[16, 10, 16, 82, 664, 5]
[16, 15, 16, 81, 666, 5]
[16, 20, 16, 74, 661, 5]
[16, 25, 16, 67, 661, 5]
[16, 27, 36, 69, 651, 5]
[16, 32, 36, 74, 642, 5]
[16, 37, 36, 70, 649, 5]
[16, 42, 36, 76, 656, 5]
[16, 47, 36, 73, 659, 5]
[16, 52, 36, 82, 662, 5]
[16, 57, 36, 78, 662, 5]
[17, 2, 36, 72, 662, 5]
[17, 6, 34, 69, 672, 5]
[17, 11, 34, 78, 675, 5]
[17, 15, 7, 75, 685, 5]
[17, 16, 19, 85, 683, 5]
[17, 21, 19, 85, 688, 5]
[17, 24, 20, 76, 678, 5]
[17, 29, 20, 71, 671, 5]
[17, 30, 3, 72, 661, 5]
[17, 31, 4, 82, 670, 5]
[17, 36, 4, 89, 664, 5]
[17, 41, 4, 83, 666, 5]
[17, 46, 4, 77, 670, 5]
[17, 51, 4, 85, 671, 5]
[17, 56, 4, 77, 673, 5]
[18, 1, 4, 70, 670, 5]
[18, 5, 52, 73, 680, 5]
[18, 10, 52, 69, 688, 5]
[18, 15, 52, 70, 680, 5]
[18, 20, 52, 68, 682, 5]
[18, 25, 52, 65, 685, 5]
[18, 30, 52, 58, 692, 5]
[18, 35, 52, 62, 689, 5]
[18, 40, 52, 57, 694, 5]
[18, 44, 20, 52, 684, 5]
[18, 49, 20, 46, 682, 5]
[18, 54, 20, 45, 681, 5]
[18, 59, 20, 49, 672, 5]
[19, 4, 20, 44, 678, 5]
[19, 9, 20, 42, 669, 5]
[19, 14, 20, 35, 662, 5]
[19, 19, 20, 30, 665, 5]
[19, 22, 45, 20, 671, 5]
[19, 27, 45, 14, 670, 5]
[19, 32, 45, 6, 673, 5]
[19, 37, 45, 6, 669, 5]
[19, 42, 45, 5, 676, 5]
[19, 47, 45, 12, 681, 5]
[19, 52, 45, 20, 689, 5]
[19, 57, 45, 26, 685, 5]
[20, 0, 34, 27, 695, 5]
[20, 4, 31, 17, 700, 5]
[20, 9, 31, 13, 699, 5]
[20, 14, 31, 17, 699, 5]
[20, 19, 31, 20, 705, 5]
[20, 24, 31, 26, 712, 5]
[20, 29, 31, 25, 708, 5]
[20, 33, 24, 20, 718, 5]
[20, 38, 24, 29, 725, 5]
[20, 43, 24, 29, 723, 5]
[20, 48, 24, 20, 726, 5]
[20, 53, 24, 23, 717, 5]
[20, 55, 40, 17, 727, 5]
[21, 0, 40, 21, 721, 5]
[21, 5, 40, 13, 727, 5]
[21, 10, 40, 4, 722, 5]
[21, 15, 40, 11, 721, 5]
[21, 20, 40, 12, 718, 5]
[21, 25, 40, 19, 711, 5]
[21, 30, 40, 13, 720, 5]
[21, 33, 27, 21, 710, 5]
[21, 38, 27, 27, 719, 5]
[21, 43, 27, 29, 714, 5]
[21, 48, 27, 31, 708, 5]
[21, 50, 21, 40, 698, 5]
[21, 53, 59, 50, 706, 5]
[21, 58, 59, 44, 713, 5]
[22, 3, 59, 36, 713, 5]
